id,a,b,ciphertext
c217,19,0x254e3f0e2afd3b084526b609,0x5e08118fe7a26d06f7e2d9c6f2569abf04391d8a9b7b87cefed03e2b35cfb4bddc7f050510ca5034598893d84c2fe07d7c0018218f09448bb8e39d08f9ecc90c04c5549448348e8c697a7b2e1817bf72eb9ad183396695a5
c218,109,0xeb93ad220db0fbf2c4d9767f,0x1903502b8e8ec125a9037677567519f0f081f67da9a85e0b606d715635b6f7196518a8d1324d96468eb6d874d822e2532a1dff5e21edbcb4d9d3769370d6f8080fe12f7009c7bfa6c458d947e3a88ba3d116369c489bc215
c219,93,0x1bcc02abcd079056b56301d1,0x4cce4dd3860c7d08cfd9658d3af8ce79f4f1be1067ad7b434897bcd969bc8927cbd3576bd1bf853d350686b2ea96905cb22da990a022a0e7899d91a0b3d89baecffc5f084c4eb2c698d66acf9dce5f3df319b34c6b64d54
c220,53,0xc1325e05e0d4de1f431c7f2b,0x63756631dbb64d91da911661dc90e077d99750749f6114896227ae73f84e134388fe8745382a098a6ddf444ed875cc24d88233f13db259c88550d09799a90f5b0e4994517b639a8a1d0faf9370de8387ffdb0c232908718
c221,9,0x9a149d307d61750728f673c9,0x14e9dcf696cdda06ba4c37e0632a3bae8244d0b8534e076a5893380759b41f4f07d0d0dab0c26a8b0a51305a11a91ddd35978591c57c7a2d115cd842e2c08df1fb518d3625dd970965edf039f8d7bad2cfea8c1e4db905a8
c222,205,0x28432d1a53b053775b8f6fdd,0x1b1897cb6ac2748ec355bbf02ae0a5833c832f61153bb33dd089012af85090bf59ea37cc2d45b4a0eb779064881308c76382e609476130318bc9050453fc1ac149d78067e3e9cb8d5828dda708a3936b80e4c822493398c3
c223,219,0x53f434b57227511ce371ac0b,0x3f82f998053a9d77a0365216c621c0b59639b49813643c9a7b0da06b5aaaa1a5368e196b8c2b74b6e2adb273d871fdbabf2b2ee914a1dd0bccf88d05941639fcf14a00b82b95e42e0653edaa4360e3357345044d0797dc92
c224,185,0x4dcc1453d3954db5215422ef,0x750430cc1bd73863ee4218a90a1218b56ac8abc6be4c27f2c4ba6e7140cf49eec2e27cfad4197d009a2bf727947e9bf9c1edba984f489a113738383af44bc2d7ac36df3adcf590a1e61fddddf33990d21c4c9acbe8f0a67f
c225,57,0x7da182d13a12876fd1d55417,0x643e0a4a2f85d93b17ed8861d512be78adf746043ce3051d8a52e27364f0491b5cc063267702ff79dd95129f5f069bdcff6cf6ad903b4996eb11157e74d96d6034425823a789beddc68488861ddcf612f29e4b37e22c2511
c226,101,0x44cd631adbe475e897c16b7f,0x7e59d1cd4ac41b7ce7146bb6af91699e612ffadf439bd2d6446fe9748cda8b8e78047e22d66bc6eb26ca1068c42982ba21648e9ac0a807bc9846a73b59d8dfa8364d1215398643173ca53f9c32a1c7fda26ad149716b30cc
c227,197,0x8a42e72cbe9abac0d31485c7,0x7fa5e44558ec75c0b3b835fa88b619e9ee0975b6cb84af0b92a2b53e9f57e9bb794168add62a7ef1d6d1c39516c51bac7fde2aed4ae2ad6f9cc56e5dce9367f4cb14ad989bb0ca2012de5e03f1c6b26de3c921e5e96983d9
c228,205,0xc80aa72f13fec46972e491b7,0x6a0e33cf2e34cd312ae8aa3188bd04cb1fae67c8a32c4da65a7e07ef4622ac5bac9490533b7da9d0055475fb185dff2026217e7450303f5bfaace4e7a01af5d147718e74895e9dbcf30de56464e93b1c8f426854ba6073ef
c229,211,0x2696f48a96a4408946c8ac55,0x529de39d61a86695a40f9fe120a6baeeb7e3b80123bc40e924799b5ce0c8c40c993731155445745efa532d82c03ea5eaa25da4c95b9d2923e659614bb3c480012497b2605a9e378bc0a5e4df474a8bf5b20cb851d47c0148
c230,73,0x422f85446747ed9b8635d493,0x2b5b8f0aee8cbe49769985cbd34cfbe2e987cadcdaeb2b9aa20f0df1939399b89884aed297ab690c71bbda4824a97883db46dfca403ba8a5b2091d6ae8ce3cc936084b715306b9b1eee997672089e7c8d5e4b9b22b395d6e
c231,117,0xbbb012dbf3cfda76c5349efb,0x477818a35856cdc76cd94cee04d7143e5a0c20af3cc5ea97fce72e015c0c69bc67efd28ffa6f76afb68ddcf02b81e5793d7cc9c11f339a52254e14620b394629f848b5002bea88080ff09ede640ece832c46bfc287003d9
c232,31,0xa401bd498285bf5729ff8327,0x134bd78dd08b27f6fd0b711235c4d6df67f5cd551380e03d14f6f28de1fddd72abc8ca71fde9a13f008df46eefcf8a470ef4beb6a34d31b56aff93262bb591a780d63d816a6897909e9aa98f8d83d3b7052c3c87f1af7edb
c233,115,0x63a6903607f9557189b38467,0x168109642d9fb8d6b719bd41462b8e9c4c36e96a0c93581ea20a6f80e891324929b8c933c1d6cee668a2dc99ff5d57da5e1d72cfab2c06b99e83febac2138e97a7b473a0c8d57ef205de7966c1b5a24f4fe79bddd8ea4353
c234,15,0xf380d006431d01ecc3969283,0x6d8f165a1c41d42023e303c80cc46a364000acf940cdd72a0bb30522d5a0412500c2ba15ad5d24555e0d26dd3427611f6153fa405e8b6d2d458c7b8582dccf30aeb1aa7907905813450c4801d95e941ee2aad961f4680ffe
c235,121,0x571ccc0aa107e2c259e3bd97,0x4be5215e0535f6c24f29ff3e89574c40319644e9a25a2e7a8080e3e2ba6dafae7a1fa3605f1ce6c558ff162528180f8c5f29347352209e06c64a1bb82b0efd4562f8d3906fd5155e9143b1fc1aff20e17b1403fb91883c5e
c236,185,0x186e37e90a4d262137c6134f,0x49327842906eec1b85093a4b4df9f28a5b7c9c9f7d60e94ae5d852b86132a63f56b2730b1e7fc53549e6cc153857656a031ee46c8665f8a89653fc2a1efeee1d474c8c166f187b887d1a23b7a33dc5cef8e18e1d56cbd46b
c237,53,0xf04672dc987cf98de12d8eb9,0x7897b54e8c0d2294f97c2513734dc51cc1d83b177ac591d292db8dd882b2d923e2758473558cd3214daa5ef1ff6cdb90ce3827a54c112b2829ff7ca62c4b2236891b406d6482e84a0c400cbcb5dab8b9ff3d0f2b86f79382
c238,135,0xf9b861d43bf10cfbd3eaa1c1,0x3348132de59e5684a9fb1e15a896d641496a50dd0c7bbd764c63c54f013ce23b8f35200c78a97bfc398ed6db4a9b2aaa4c66d1bd954057423b42c784452f698fe3f40e19b2bf8eac49cd55da16414ebbf7a994c9c15228fb
c239,37,0x11896b7f95662151c855e5ed,0x700967c516ad5c0e56deed4fbb9dec0c560514991b55e562e9f4d870f0a1428c796d7b6d789d4fae46e170f56539f3368e1912134ab434be9d37cdb04ac418c4d3821c475a4067de305436dd8f18cacc5659efd76ae818a7
c240,137,0x6541181b97cabecd204d6181,0x4ad2ef1b545236d5431f5becc0204c7732f79deaa442d0e4736c6433932c7d38e2fc48e22d9904b497d7ce3e475b9da1bd38a927496924a9ee21e99e8ee6e1859111ddcabdcb701e5f6f82b660d74937893a9256ab021cef
c241,123,0xe5f1da24581657ae926129a1,0x3fa6e201ac13ab2e231f498622ae59912fa50e1022ad81d902179b91241442179b4ddbd1ab0d5cc717435fec757ca6a86b4bffd2bea67efcaba78e033586eccef7a95787430168a5c7a181ac6ba2b86fbb84c96c6e818a6
c242,191,0xe5daf5a9b7c10f7d3f658571,0x6926e50afeafb21df931d83039e23f70319108223cd96b8e93aedf1bb5f01a3a3b2b678682ca1b2da3c8af4e088a659b1ab018aef0fd6cf88eeea641aff5ff6d46f528daaa44bc9ea7ff47d72ed6f85986f248e8dea05993
c243,103,0x2d89c42ff51ea34eeeb74929,0x5be904722f56ab9240488fe16195d8a060c4d26aeda9141667260a6fe9c5f5a7e1bf3d5a0538bb2b00131b7cb5b40fb846950a7979b6c6c16ded55b6650f153a06acc30ef350911b60275304e71d0643d29a15c925658e33
c244,87,0x41a95ba3ef18a0e8e6bd87d7,0x3bac5c4761e1463d08fe1dfab591fde81d7c460ce86d7cacf96685d0ed2f0bd9d2d96b5b8204dc2ab8fb4b6bfc5d977f05c31274c81898a934830f1a801e8090451ae53e73c3c001a985a5a8ea03966b93c147ea58f6d780
c245,89,0xac7ac9c66576943cd2e6c9bb,0x21ac78453922b27a953394757aaa567841bc913c31988930e550a157a0a945b5856e58e165a6f51d91e5cc085ab78a93283b0c07cf2a6c89caa053a8a11616459516dfcf805d84d824f2face74f093d6a9f7465ae491c03c
c246,37,0x5400d40a8155195829aa7e35,0x197da71090663c37d814d3748f40222c55a4a74bd67595a0b8c48036db7d144f9de181e0e7865a57a029739410ed60ebc84b682ffc759c7e0de53fa9c6d71b32a418b50258067e7eebeeb5b4113b8e0166fabba1b230b24f
c247,215,0xe26662da11a27716afe91c83,0xda4f7291e06771273d2d7ed5be01f5290ae43312f04d69e56beadf2cf35a42146085ecb08f53a528a7fea3e5ebe8e825902ab947af2d1503262d94764e6922ea82569b80e706b7f857430ac1310fea470140483242a1591
c248,151,0xef8d936705b0a91d2c1d452d,0x155466435896680d62b35aa5c629a84306c098cd301337ac98c403b9cdae994d6f1554970c753fea0ddec5881a8587f45a686ba980b92cb1682a06b744373993361f7ced002f094fd4113352af2b1603dc640433cdc34d4a
c249,7,0x7c76a7f497e6e0ecd70f12a5,0x50544679427f3c8ee1cf57e49368692af9de49622729ce9c8a0b31dfd06081005148fa7557c27206fa970c6b99dd431df1516d7f89b4e5982f08734684f412e3febf4356c326c6b139f2e2204d739e80268c0cfd9a9a6707
c250,129,0x4acd828b42e41a1f5f92ef39,0x50900044e7e99bf047ae2abc51245a0420fd63bba2e5d1001f77ef4ed5cfdcb2a708293c54512098a52eb4c3eeb09a0844dfe7ad50b61cfd0206f43bc219c4c0fa51f12641e241b821371e12763b7dcd02135465775c9e41
c251,91,0x3edf4953d5e822d51ef2f085,0x4d5d9fbc489d67408660d1dd80f5bc990c65fc2fcbd9dc8b2580d57abe8ea98690d429c160240be22e6785c1286506b5b95feeef475f9e4046c54229f00c9672d4596a257ac584ee6e0286074e01a03591d98ca4b7d266f5
c252,165,0xb56bdc5478d202719f2a9519,0x6c62f10f997aa5ea6e5b2c1de7b0303f3ac867379cf5f939feb1031ff0a5d6adefa40b0e7b993a0f12f83ce0623c381f3b0be1dc10cd0c88103c0ec0bfbc255a20e74cb5ed6958f2885eed11a0eddb2fb4bd76fbe3fd939a
c253,145,0xfb8b84da9d8cdada283ca79d,0x26c3333ae2442fcfc2199b779f410451210678297064471ddececfdb9905c7f3d424cfe17bf59d7e667b3882a5224a4fb4c1b127eb91f26d14b402bc8c033430f69e3530497b151c342f29eb9c92ef955796995a3e658423
c254,11,0x57267e7c806c22c9d089c623,0x22b15ee0a1e26b47aa301d661b743ab4e00189c344aeea32341e358d34526ffa9b42d01b7b511e00b83dad0be71b7a28574cb853204062b55f458684ed37700d09fa2ae30f76372d03a026f9b0c3e737563f8ae5629d4009
c255,123,0xda975d2d7c7609d0068f9683,0x3302f86d1333c33c72a13900d2e3322ee3a716cde3e242061ba282577546a741f029d01bbc66e6fcde1a9eb8e72102cf11a2891796e258fab891e3bc676af6dcca6c373bbbd5447fd28f9b9e82ae76ea0f5bfc315cc8d4f4
c256,73,0x26fb203e87b64744917dd27,0x4868184ce8a9b8b3b8a86f2551fbf0940b95943555654c0d97e02013ad5697da603e4faf13e824c23165cca07a6b8db03fb54a70b3b1c6ac3fce145c14b5bc8ebe8288a61ba73c8e2405963650670297bc85bbc4253f90f9
c257,75,0xbf70b6efd5e3d2678df98281,0x322684d56f39c95e428a6ba6d5d702a7d33d4151e50dc2af4b839ac8f4901ddfa0049f34c40a37d340fa9be175d90926835aea3f9101ce99dc7778f7a43c775a58e453791be1d52d4142d18d81c987b51da356884ec5a463
c258,139,0x11fe8937ccaeee4b832242af,0x2ec1b91d803844c67f6fd14539da4b779938ab4e4303f598937088959b4cabee73d768f129bb4274322b31b30ea1ccba703fff8f238ea425a5eee049f6f4b53e344778658cdea58265170bc17b9ac2043fc7f89f3d05da01
c259,79,0xb6454a09b2700b30453cf543,0x52831a2af811ac490201894fdb4f3bb11cfc0184cb6c9a518539ce4f432395f0ff71abc062dda6e928047438da06a934b310a1047194048fda28a72a623bcd3d0aa7bad5a41a2e79941c28896f63768cc5574d13ef31182a
c260,63,0x751b7b106a6ab090e21761c9,0x75cfd45a3a16b7bba91581741cc9635d6d7f6f763b5e711d7b689dd9ce888726448cbddb26f5b9c5f22cd8a6671218638a8f77d06a7fedadadaac9bbba95afd375f4f2b91cbcd777110f04c4ca1b8d0a3771f8221097c26f
c261,155,0x34a3ef0d3dfd87e39b39a9ab,0x838e1c89a33e5b28cb6844553c98bb109e80d58e8df288ff3b12d1208f78b8413f5c3d935291977271a015c857bf96b8080ff24cb75b390b37d329e920e0a866603c87d8a76447512bd49433889efc9f3427d64c399de13e
c262,145,0x7d1f3c0a30411944252878a7,0x19fc9f399be966f0516ff708037ff507d18c1be2d3dc592ef15cece0d938eeefbedd524ec6c7620cac6d36133ab1bdd0008c528e944cce3d1d0eaee41e54c87765805551e80bef67a7275740f49ca671986930cc41608051
c263,115,0x71b45ee173bbf2c21f931377,0x4008878805b85865e6e4ab9a151d81754d3c150452be16a5686ccd0faedde0cb09392e2f4982df7c8542db3561992256b6be7b9400612f8ab474331fb8c46e89d66295cae30e0d8d65cffa2c3d9d2a95fc809131916cf2e9
c264,197,0xfcbf01e5cc3192dc3dfdc145,0x1c9a8606a187c66a26cf21cb1c845ce379dca2e916bad4a94c017216d824a5ac55b02cea3574991dbf47b0fc0a2c983d9f76e196b6e577026a7246a423f0057d16700c348a068a3d0e1d474c47b7d39fb0616a7f6787107c
c265,41,0x1061f65ddecd6c3c2434df9b,0x7abfa95bf67deb67f15a283081038cb855a4e65b2cf131574cca578becdb7fc98734e4b6a7c432d38301ee3b8f70faf54fb263ebbfae42215af105c0e07c679983df9a2080207dbd30dd0992890084cd7c82dded20edf609
c266,85,0xc5ed54e88e7c0a849987725f,0x7c92ad084dbcdf416a72a709b96247866f871ad6b737d9be28717fc4e59a35b7259d58e45e7241f25e648f8335e1caf0c8711e99df34d3da348f256975dd3003bf06289d5f1e5cd68b8496bab2c634e13501000234b1fab9
c267,151,0x486f12614743e7290e7902c1,0x5b87907165f8fc33e33ba714bcd9e5d3b6b317772185266f6dc073eae5f5f974b697224250ae576ea2daf1ba549d034d7feb7887ad8fea2df6633c5a72e5dcb2c422f85184c4a1f2cd077c2e1c0c72c57da5ffd362861d9
c268,147,0x6fc98ba35b2ef78f5b63c7dd,0x74beaf9c2ed233f3138cbc524b415f45a91b4ca869f8619a9d43705ccf663e7f771c3783b8a029087e1c377526f808e4c9a51317892ba5ecc87e254fa04c1c892fd1d17244b0eebbe805e467b28bc201931a3a535161ea9
c269,137,0x4e83fd4bf987a18f13324579,0x46f9aa9a72590ed4fae766c1ce8af3d0cc28f09f8fae670d4c203b70ac51d1d4d9cb062656a0664bf34d65da753dc625d292286c3a462db0e864dbd45e81a10a51385a0de00e20410c75a4c408208e7cdf85574b38a00342
c270,41,0x1857bcc3cdfaafeb6299b4bf,0x390b7503a3cfb16d1b3dc0888ff471c9b29e4c8ee14cdc54828aabf0e75575f8c590412a5357b8902d42786f95a76f542cd6672e875530b6aaa30924b200bf9bb526aeecef83bbaa39f9705889fb1be540a41385e69c71af
c271,109,0xcd3c34a76150bc58ff0086f7,0xb252780d3ccd8835ba5cb7595da652b84552aee58de76ff007db8187897fa692e0d2814f6e901405a609811c425c82f50227d52714d1445bcf0f13b86e56ff889c2f2744d2311cfb950f8580b8bedaaffba59d0ebb3e1bc
c272,89,0x75a6cc77ad5358aa16f47a51,0x6a830d0cb7da9f768094cecbafb8817619d801d6dbe721405d84df64f1db0d7e896343edf0ec1e306799ae9c3d73fda469ef931541ef8d50d47de47792f7b4fd0b3cf2963221ca7667a2719e49710fb291bf6cd73e691af8
c273,211,0x2e5b68143fdf835671186893,0x4250ac6d21ed2c25ad568fe1b11d517011140edb753d60677e3e95852e7025c2a2b22487864ff917740849d326216c3b0dd630ece9ba679afae549d747dc003c0839305305410fe8672600ff70fe564fda284391fb60a9da
c274,127,0xf413470b9b5fbdbf164a4dab,0x6dbf18dc3db5aaec2793f423d6b6803109d334cd3822be7325d1caebebb85babf2dd4f0c2b201b436e29fcd63d665552a13e0832fa8453dd5002ef8706c5d49eb9b32f245d98ed3a56b050e50ea1c2a8eea63350025d69cb
c275,83,0x7ae849ad090e9dcb73b332f3,0x784061dfd831dcd9dcbf4cb9078fb62fd176639297eb4b5001dfad39e3ccd180f3e0abbda15323a04649e3b177bfe9a1c091e929a74681faa5e1201631e373372f1fe5bbefa1a8171d38383833e489e2074684194922373
c276,55,0xb147a5f0264c221e005d4f7b,0x4da6c6dba93ddec4b99fa03010df6b519ea28b93484be3748ff171212d79dd1db6eecd2541bc23d2a2b0020cfcf58f3efb5c67759c19d4cb00be44d5fb076ee07d6d48227d71ddaeef0f7992c566d0f3ca21437b015abe53
c277,179,0xdd0b05b8c593befbd3c29eaf,0x59a9a0a39b49bc94a7b7c7051a0f10d2e2ce9a05b4b7eea729aa9f699378309413cc4083a50827b95e8edbb777986afada3b25699895cc084384c77a8ad1355d3bb6670c10c60243f27a78ce90ff23b87dc4e9bf6fc516d8
c278,201,0x53953ab031e9877566dee44f,0x1e7d2a14b71522f598d2c2110d6e5547697fcd0e1b7e3ff8f1e50b822e42263e6f9b6e153f5a2c33932862ff44b031a5eb20cc9b66f7df5dbf6563014e94a809ca18df8a492a5405af38faca5c72a0304313d24bd814ef
c279,45,0xd824b73653e5b817158c07ff,0x3f776aa2e96686ecf843dc2a30faf8460005eed2f756a39a132306fce5f3a8487064b382614be9173bff1c37876e7e10ec4b8bf2ae73f60d79afd9cc6d774770a4bf7ca16a8fc2530801c39ffc502568cd80d8ac2c83fb9d
c280,57,0x96386b40d72f7c62981a2c79,0xa17edf2168ed51a89f90f559f5d86d37226b92ac99c909ccdc2c18b93999578aaffe2245ebcb1f9879db0cd4e2ab5c74c97d4a5d2b5646b59dce6ba17dc7c1047bd8309fae733effd53efda878b00866181754a5c010fa9
c281,69,0xf34ac3a0d347aea3224fd159,0x642b04c2c5bfd93e97fc7f9770f025bbb271a74e607ae3d968b7f2e8f9292615775a948b328f331d2fa9714f51e2b410271fe2fcbe47b91605f03ebb560ee2f76fe49a3ca80720d4a356f36194d7bc3c425d2a0334a9a10c
c282,139,0xf5e29a5f477176d50b338f09,0x83701d616ffde87d46301a7ef759050526e63b544b835640829e997ba8d61e8f91dd70cde22ed76829f7452550bba304d3099c16016fa58c83ffda826319b99a7988e2d54d2c352148e8218ee6331c2dd39933d2da6454d5
c283,185,0xd3fe9edb6dea080a61a7682d,0xd5a228251f5a056ba0c0a000adb7804b41f9cb9e052d464e0cf2739275834e6d7a684f1146a30365d7b0bc00770d0affc4ae0d931ac619337cc47978820f576ca2f4e21cec3df768016138d6aa1070b04c6f8f48dcbe200
c284,157,0x4d4dd68cec0b96ed2ac8b3e3,0x56326e332609b17ec7a47666d5fdd5a7234c08497d0e411f310dd1c19ec45fbf9fb412dde924f14bd9288b8d6780506817db9bb56f2f7bb4ffa856a5631c6676e469fd2bcf72a9e4b3c4dcea50704439e522b00540308961
c285,197,0xeeb0e57ad8d6811c12231833,0x3e6d7a3e3318312b7c93b3e923edd64c2b52c16a2a783a69e6a7b40992eed42778f176b910606ef9f364611ad0cad325e41d593d0584219c227b1487b5dd0c9b478905eadf3c064c3add3b5b4cdf909c28eecacdbe7e6745
c286,107,0xee678aee4e81de731486279d,0x83d77bf80ff0ab717d0c1115048b8254ce20c5e46b844c5a6337cfb4b00760620d0cd451ec8427aba1133a7dcbc07e2a2d2bcfd8699ac4da641bf2da08410219b99b0eb587d76ad2fd62374817eec971501d47a17b8e7c46
c287,19,0x5320d605b158eb335bcea49f,0x8227b2a57edc935645b2780f4d48d2b627abd0386d5487efcf08fdb31062cfa86bddc1a95daebcccd7cf02d277458492fa271cf0d69f59e4cb083b0a074881f32500ce1a57cbce8ae8162c56e27edef3aa4ad2d09b2a97de
c288,31,0x64ec490d590c14d8652e9ce7,0x59fa8b938c14bf707b3cedc5e9a085c1790e975b3991c75b4711fc4bcc2f99035d438be52f78b8fd193cd1c7d5533e405f351c06bf47c4aeb96c0f7e79710fe5ec495c6a506ec30d69deb9fcce9a9c8fde0a7d8576e5a41f
c289,185,0x899c57068b8e6c9e05eb5f3,0x2a5219574f2f139cd593dc8dd7addacd11a091c8445c44931fce43a81797f02f0275b3a158dea03aacba2d20cf8894d9d9ca29cd25de92fa852824af52d504c42ba5fb8b2ef3e9d8cadcc260972c632ceae3f2af1d4961f0
c290,71,0xb96f7aa196df8d384460d3df,0x2a0ee425cd2a744243d96a3341330ec01242cdc8a03685ebd0a41323b11497ea1981187a2e8e9df17778ccfd4c79a06f331aa0c6d15b1a901be8ceeec4c1ba584e9c3dae879134895dfd900ee81b4d350e98c78fec37fd11
